Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
25,Q020,P.S. 20 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,Complete,8/4/2017,10/30/2017,10/16/2017,21600,22284,4990,DSF: 0000822778
25,Q020,P.S. 20 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,12/18/2017,5/16/2018,,316800,309519,0,DSF: 0000822778
25,Q020,P.S. 20 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,"CM, F&E",In-Progress,12/18/2017,5/16/2018,,21600,25441,3265,DSF: 0000822778
25,Q021,P.S. 21 - QUEENS,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,Complete,3/22/2016,IEH,8/4/2017,IEH,137839,80596,DSF: 0000843736
25,Q021,P.S. 21 - QUEENS,SCA IEH,IEH PO18-CRAWL SPACE,Construction,Complete,12/18/2017,IEH,12/23/2017,IEH,13591,2330,DSF: 0000049825
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,PNS,PNS,PNS,PNS,0,34,34,DSF: 0000867220
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,15000,14966,137,DSF: 0000867220
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,220000,220000,0,DSF: 0000867220
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,15000,15000,0,DSF: 0000867220
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000868327
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,66000,66000,0,DSF: 0000868327
19,K615,E NY VOC HS OF TRANSIT TECH.-K,SCA IEH,IEH PO18-BASEMENT FAN RM  B36,Construction,Complete,7/11/2017,IEH,7/16/2017,IEH,14302,5274,DSF: 0000047565
19,K615,E NY VOC HS OF TRANSIT TECH.-K,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,7/1/2017,10/27/2017,10/27/2017,DIIX,329120,329120,DSF: 0000867151
19,K660,WILLIAM MAXWELL VOC HS - K,SCA CIP,ENY LIBRARY UPGRADE,Scope,Complete,1/19/2017,3/20/2017,3/27/2017,13137,14538,14538,DSF: 0000865781
19,K660,WILLIAM MAXWELL VOC HS - K,SCA CIP,ENY LIBRARY UPGRADE,Design,Complete,3/29/2017,8/11/2017,9/6/2017,48169,55467,44055,DSF: 0000865781
19,K660,WILLIAM MAXWELL VOC HS - K,SCA CIP,ENY LIBRARY UPGRADE,Construction,In-Progress,12/20/2017,8/16/2018,,510154,448629,0,DSF: 0000865781
19,K660,WILLIAM MAXWELL VOC HS - K,SCA CIP,ENY LIBRARY UPGRADE,"CM, F&E",In-Progress,12/20/2017,8/16/2018,,118233,49342,1924,DSF: 0000865781
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,Scope,Complete,7/14/2016,2/21/2017,2/1/2017,1925779,1418965,1408985,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,Design,Complete,2/2/2017,9/15/2017,12/6/2017,6162493,2068009,1322249,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,86428968,86428968,627109,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,12170924,12170924,335538,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,SITE/FOUNDATIONS PACKAGE,Scope,Complete,4/6/2017,4/6/2017,4/6/2017,374200,20931,8526,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,SITE/FOUNDATIONS PACKAGE,Design,Complete,4/7/2017,5/15/2017,5/19/2017,1197440,104513,45092,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,SITE/FOUNDATIONS PACKAGE,Construction,In-Progress,8/8/2017,4/4/2018,,16794096,15003111,2733452,DSF: 0000822081
19,K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,SITE/FOUNDATIONS PACKAGE,"CM,Art,F&E",In-Progress,8/8/2017,4/4/2018,,2364944,788042,38740,DSF: 0000822081
19,K798,P.S. 65 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,208842,0,DSF: 0000777037
19,K843,K004 SPED - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIX,164632,108655,DSF: 0000776336
19,K857,K036 SPED - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/15/2017,1/15/2018,7/21/2017,35000,34737,34737,DSF: 0000845005
19,K932,PASSAGES ACADEMY - BRONX,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS - LIBRARY,Scope,Complete,1/13/2016,5/13/2016,2/10/2016,0,13029,13029,DSF: 0000822317
19,K932,PASSAGES ACADEMY - BRONX,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS - LIBRARY,Design,Complete,7/21/2016,12/22/2016,12/7/2016,31410,54274,54182,DSF: 0000822317
19,K932,PASSAGES ACADEMY - BRONX,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS - LIBRARY,Construction,Complete,2/28/2017,9/25/2017,9/25/2017,460680,374001,286595,DSF: 0000822317
19,K932,PASSAGES ACADEMY - BRONX,SCA CIP RESOA,FY16 RESO A ROOM CONVERSIONS - LIBRARY,"CM, F&E",Complete,2/28/2017,9/25/2017,9/25/2017,85772,96859,77591,DSF: 0000822317
20,K048,P.S. 48 - BROOKLYN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,Scope,Complete,5/1/2013,2/6/2015,1/7/2015,162000,108589,107381,"DSF: 0000756089, 0000778565, 0000778566"
20,K048,P.S. 48 - BROOKLYN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,Design,Complete,2/27/2015,7/29/2015,10/21/2015,648000,151846,139191,"DSF: 0000756089, 0000778565, 0000778566"
20,K048,P.S. 48 - BROOKLYN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,Construction,In-Progress,8/22/2017,2/12/2019,,12150000,11198205,309751,"DSF: 0000756089, 0000778565, 0000778566"
20,K048,P.S. 48 - BROOKLYN,SCA CIP,FLOOD ELIMINATION/EXTERIOR MASONRY/WINDOWS,"CM, F&E",In-Progress,8/22/2017,2/12/2019,,756000,69592,69014,"DSF: 0000756089, 0000778565, 0000778566"
20,K048,P.S. 48 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,5/16/2017,1/15/2018,8/30/2017,50000,49585,49585,DSF: 0000845510
20,K048,P.S. 48 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,500,0,DSF:
20,K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Scope,In-Progress,12/13/2017,5/16/2018,,75572,75572,150,"DSF: 0000869288, 0000888784"
20,K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Design,PNS,PNS,PNS,PNS,302287,302287,603,"DSF: 0000869288, 0000888784"
20,K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Construction,PNS,PNS,PNS,PNS,5667892,5667892,0,"DSF: 0000869288, 0000888784"
20,K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,"CM, F&E",PNS,PNS,PNS,PNS,352669,352669,0,"DSF: 0000869288, 0000888784"
20,K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,In-Progress,12/19/2017,2/20/2018,,0,188,188,DSF: 0000867219
20,K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,PNS,PNS,PNS,PNS,10800,10612,751,DSF: 0000867219
20,K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,158400,158400,0,DSF: 0000867219
20,K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",PNS,PNS,PNS,PNS,10800,10800,0,DSF: 0000867219
20,K062,I.S. 62 - BROOKLYN,SCA IEH,"IEH PO18-RMS 301,303,B16,B20,B22",Construction,In-Progress,5/8/2017,IEH,,IEH,16400,2900,DSF: 0000046609
20,K062,I.S. 62 - BROOKLYN,SCA IEH,IEH PO18-RM B-28,Construction,In-Progress,8/24/2017,IEH,,IEH,19793,816,DSF: 0000048387
20,K069,P.S. 69 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,1/19/2017,F&E,10/5/2017,100000,100000,100000,DSF: 0000844322
20,K102,P.S. 102 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY,Scope,Complete,9/2/2015,1/22/2016,1/22/2016,172005,77016,75878,"DSF: 0000802608, 0000825073, 0000825075"
20,K102,P.S. 102 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY,Design,Complete,3/23/2016,8/22/2016,6/27/2016,688019,273923,242590,"DSF: 0000802608, 0000825073, 0000825075"
20,K102,P.S. 102 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY,Construction,In-Progress,6/26/2017,2/9/2019,,12900376,12338939,983493,"DSF: 0000802608, 0000825073, 0000825075"
20,K102,P.S. 102 - BROOKLYN,SCA CIP,WATER INFILTRATION/ROOFS/EXT MASONRY,"CM, F&E",In-Progress,6/26/2017,2/9/2019,,802690,150963,121329,"DSF: 0000802608, 0000825073, 0000825075"
20,K102,P.S. 102 - BROOKLYN,SCA IEH,"IEH PO18-RM 207,128 NEW BUILDING 1ST FL",Construction,In-Progress,8/31/2017,IEH,,IEH,10322,1622,DSF: 0000048489
20,K102,P.S. 102 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,8/30/2017,DOES,,DOES,170000,742,DSF: 0000865961
20,K104,P.S. 104 - BROOKLYN,SCA CIP,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,Scope,Complete,11/17/2011,4/5/2012,12/17/2012,178331,164407,164158,"DSF: 0000712695, 0000802628, 0000802630, 0000802631"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,Design,Complete,12/3/2014,5/6/2015,6/30/2015,699647,453232,332403,"DSF: 0000712695, 0000802628, 0000802630, 0000802631"
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ECC PLAY YARD PROJECT,"CM,Art,F&E",PNS,PNS,PNS,PNS,200326,200326,21888,DSF: 0000798189
20,K104,P.S. 104 - BROOKLYN,SCA CIP,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,Construction,In-Progress,12/2/2016,8/18/2019,,11890834,11240414,2547349,"DSF: 0000712695, 0000802628, 0000802630, 0000802631"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,WATER INFILTRATION/FLOOD/PARAPETS/ROOFS,"CM, F&E",In-Progress,12/2/2016,8/18/2019,,1010017,222436,218763,"DSF: 0000712695, 0000802628, 0000802630, 0000802631"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Scope,Complete,9/22/2016,2/28/2017,10/18/2016,97316,76522,73607,"DSF: 0000798257, 0000798260"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Design,Complete,10/20/2016,3/27/2017,5/5/2017,389263,156613,156315,"DSF: 0000798257, 0000798260"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Construction,PNS,PNS,PNS,PNS,7298683,7298683,39549,"DSF: 0000798257, 0000798260"
20,K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,"CM, F&E",PNS,PNS,PNS,PNS,454141,454141,33157,"DSF: 0000798257, 0000798260"
20,K104,P.S. 104 - BROOKLYN,SCA IEH,IEH PO18-LIBRARY RM 214,Construction,Complete,8/23/2017,IEH,8/25/2017,IEH,53577,2238,DSF: 0000048348
20,K104,P.S. 104 - BROOKLYN,DOE- RESOA,FY17 RESO A LIBRARY UPGRADE,Construction,In-Progress,7/28/2017,DOER,,150000,60910,60910,DSF: 0000844302
20,K105,P.S. 105 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/ROOFS,Scope,Complete,12/20/2013,5/8/2014,8/8/2014,115451,77793,73475,"DSF: 0000779335, 0000779337, 0000779340"
20,K105,P.S. 105 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/ROOFS,Design,Complete,9/24/2014,3/2/2015,5/21/2015,449939,322247,256844,"DSF: 0000779335, 0000779337, 0000779340"
20,K105,P.S. 105 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/ROOFS,Construction,In-Progress,8/21/2017,2/11/2019,,7371220,6688903,49258,"DSF: 0000779335, 0000779337, 0000779340"
20,K105,P.S. 105 - BROOKLYN,SCA CIP,EXT MASONRY/FLOOD ELIMINATION/ROOFS,"CM, F&E",In-Progress,8/21/2017,2/11/2019,,693055,119102,118909,"DSF: 0000779335, 0000779337, 0000779340"
20,K105,P.S. 105 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,375452,0,DSF: 0000776730
20,K105,P.S. 105 - BROOKLYN,DOE- RESOA,FY13 RESO A ELECTRICAL LIGHTING FIX,Construction,PNS,PNS,PNS,PNS,91578,91578,0,DSF: 0000754746
20,K105,P.S. 105 - BROOKLYN,DOE- RESOA,FY14 RESO A ELECTRICAL LIGHTING FIX,Construction,PNS,PNS,PNS,PNS,150000,150000,0,DSF: 0000798662
20,K112,P.S. 112 - BROOKLYN,SCA CIP,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,Scope,Complete,8/30/2016,2/28/2017,10/21/2016,23684,44083,44083,DSF: 0000844158
20,K112,P.S. 112 - BROOKLYN,SCA CIP,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,Design,Complete,11/1/2016,5/1/2017,2/13/2017,94735,126933,126933,DSF: 0000844158
20,K112,P.S. 112 - BROOKLYN,SCA CIP,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,Construction,In-Progress,6/15/2017,8/8/2018,,1776278,1422243,72548,DSF: 0000844158
20,K112,P.S. 112 - BROOKLYN,SCA CIP,TCU REMOVAL - PLAYGROUND REDEVELOPMENT,"CM, F&E",In-Progress,6/15/2017,8/8/2018,,110524,80632,78989,DSF: 0000844158
20,K112,P.S. 112 - BROOKLYN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000867358
20,K112,P.S. 112 - BROOKLYN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Design,PNS,PNS,PNS,PNS,3000,3000,0,DSF: 0000867358
20,K112,P.S. 112 - BROOKLYN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,Construction,PNS,PNS,PNS,PNS,44000,44000,0,DSF: 0000867358
20,K112,P.S. 112 - BROOKLYN,SCA CIP RESOA,FY18 RESO A PLAYGROUNDS,"CM, F&E",PNS,PNS,PNS,PNS,3000,3000,0,DSF: 0000867358
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,2/17/2017,7/20/2017,7/13/2017,1646906,789687,667737,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ADDITION,Design,In-Progress,7/14/2017,2/22/2018,,5270100,5270100,592479,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ADDITION,Construction,PNS,PNS,PNS,PNS,73913156,73913156,78706,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",PNS,PNS,PNS,PNS,10408448,10408448,175266,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ECC PLAY YARD PROJECT,Scope,Complete,7/17/2017,7/17/2017,7/17/2017,31697,2555,2555,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ECC PLAY YARD PROJECT,Design,Complete,7/18/2017,11/30/2017,12/7/2017,101431,10411,10411,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA Capacity,ECC PLAY YARD PROJECT,Construction,PNS,PNS,PNS,PNS,1422569,1422569,5227,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Scope,Complete,8/6/2015,12/23/2015,1/29/2016,57184,109221,105590,"DSF: 0000802991, 0000825427, 0000870064"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Design,In-Progress,2/3/2017,7/6/2017,,219932,272083,178408,"DSF: 0000802991, 0000825427, 0000870064"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,Construction,PNS,PNS,PNS,PNS,3333467,3333467,22133,"DSF: 0000802991, 0000825427, 0000870064"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/ROOFS/PARAPETS,"CM, F&E",PNS,PNS,PNS,PNS,381326,381326,12875,"DSF: 0000802991, 0000825427, 0000870064"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Scope,Complete,6/30/2017,12/4/2017,9/6/2017,117683,4287,4287,"DSF: 0000779662, 0000798424"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Design,In-Progress,9/6/2017,3/22/2018,,460921,460921,17146,"DSF: 0000779662, 0000798424"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,Construction,PNS,PNS,PNS,PNS,7761951,7761951,0,"DSF: 0000779662, 0000798424"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CONTROL,"CM, F&E",PNS,PNS,PNS,PNS,676696,676696,11869,"DSF: 0000779662, 0000798424"
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK,Scope,Complete,9/29/2017,9/29/2017,9/29/2017,12975,1845,1845,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK,Design,In-Progress,9/29/2017,3/22/2018,,47576,47576,7379,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK,Construction,PNS,PNS,PNS,PNS,503871,503871,0,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA CIP,PHASE 3 VOLUNTARY ADA/ROOM CONVERSION WORK,"CM, F&E",PNS,PNS,PNS,PNS,116777,116777,5013,DSF: 0000798189
20,K127,P.S. 127 - BROOKLYN,SCA IEH,"IEH PO18-RMS 207,206,205",Construction,In-Progress,8/14/2017,IEH,,IEH,61096,5400,DSF: 0000048170
20,K127,P.S. 127 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,244236,0,DSF: 0000776748
20,K160,P.S. 160 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,Scope,Complete,9/24/2010,2/14/2011,1/26/2011,103463,93179,85904,"DSF: 0000710359, 0000780092, 0000799784"
20,K160,P.S. 160 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,Design,Complete,3/5/2014,8/4/2014,4/18/2014,401879,289650,226351,"DSF: 0000710359, 0000780092, 0000799784"
20,K160,P.S. 160 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,Construction,Complete,2/24/2016,8/16/2017,9/27/2017,6460834,6001499,5080107,"DSF: 0000710359, 0000780092, 0000799784"
20,K160,P.S. 160 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,"CM, F&E",Complete,2/24/2016,8/16/2017,9/27/2017,638444,650476,647909,"DSF: 0000710359, 0000780092, 0000799784"
20,K160,P.S. 160 - BROOKLYN,SCA IEH,IEH PO18-ROOM B-3,Construction,In-Progress,12/14/2016,IEH,,IEH,6677,177,DSF: 0000044485
20,K160,P.S. 160 - BROOKLYN,SCA IEH,IEH PO18-RM B-3,Construction,Complete,5/19/2017,IEH,8/4/2017,IEH,27000,2544,DSF: 0000046866
20,K160,P.S. 160 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,6/24/2013,12/31/2013,,DIIT,292442,0,DSF: 0000776774
20,K163,P.S. 748 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,2/1/2017,6/2/2017,4/18/2017,0,9314,1576,DSF: 0000844797
20,K163,P.S. 748 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,Complete,4/26/2017,9/26/2017,12/12/2017,18000,27306,16338,DSF: 0000844797
20,K163,P.S. 748 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,264000,264000,9142,DSF: 0000844797
20,K163,P.S. 748 - BROOKLYN,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,18000,18000,4677,DSF: 0000844797
20,K163,P.S. 748 - BROOKLYN,SCA IEH,IEH PO18-RM 308,Construction,In-Progress,8/30/2017,IEH,,IEH,5100,0,DSF: 0000048455
20,K164,P.S. 164 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,Scope,Complete,8/28/2015,1/19/2016,2/1/2016,118917,153127,146000,"DSF: 0000780173, 0000825915, 0000825919, 0000844157"
20,K164,P.S. 164 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,Design,Complete,7/13/2016,12/14/2016,2/17/2017,462362,250782,247578,"DSF: 0000780173, 0000825915, 0000825919, 0000844157"
20,K164,P.S. 164 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,Construction,In-Progress,8/14/2017,11/6/2019,,7474859,6799332,53614,"DSF: 0000780173, 0000825915, 0000825919, 0000844157"
20,K164,P.S. 164 - BROOKLYN,SCA CIP,EXT MASONRY/ROOFS/CLIMATE CTRL/PARAPETS,"CM, F&E",In-Progress,8/14/2017,11/6/2019,,727957,94304,94304,"DSF: 0000780173, 0000825915, 0000825919, 0000844157"
20,K164,P.S. 164 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,6/21/2017,7/21/2017,9/21/2017,50000,49624,49624,DSF: 0000845504
20,K164,P.S. 164 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,500,0,DSF:
20,K164,K077 SPED - BROOKLYN,DOE- RESOA,FY16 RESO A ROOM CONVERSIONS / PART,Construction,In-Progress,12/12/2016,DOER,,200000,56808,56808,DSF: 0000822285
20,K170,P.S. 170 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY,Scope,Complete,12/19/2013,5/7/2014,5/2/2014,36736,91246,88818,DSF: 0000780265
20,K170,P.S. 170 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY,Design,Complete,7/21/2016,12/22/2016,12/5/2016,146942,152244,125789,DSF: 0000780265
20,K170,P.S. 170 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY,Construction,In-Progress,8/22/2017,11/14/2018,,2755167,2540720,19981,DSF: 0000780265
20,K170,P.S. 170 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY,"CM, F&E",In-Progress,8/22/2017,11/14/2018,,171433,179388,179264,DSF: 0000780265
20,K170,P.S. 170 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF: 0000866711
20,K170,P.S. 170 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,20880,20880,0,DSF: 0000866711
20,K170,P.S. 170 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,306240,306240,0,DSF: 0000866711
20,K170,P.S. 170 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,20880,20880,0,DSF: 0000866711
20,K170,P.S. 170 - BROOKLYN,SCA IEH,"IEH PO18-CLASSROOMS 308, 201, 206",Construction,In-Progress,9/9/2016,IEH,,IEH,36459,2911,DSF: 0000042887
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,968000,968000,0,DSF: 0000868327
25,Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,66000,66000,0,DSF: 0000868327
25,Q022,P.S. 22 - QUEENS,DOE- RESOA,FY15 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,100000,100000,0,DSF: 0000801012
25,Q022,P.S. 22 - QUEENS,DOE- RESOA,FY16 RESO A TOILETS - STUDENTS,Construction,In-Progress,7/20/2016,DOER,,150000,120619,120619,DSF: 0000822781
25,Q022,P.S. 22 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,9/8/2017,DOES,,DOES,170000,2003,DSF: 0000866016
